["(mi.info LIKE '%n%' OR mi.info LIKE '%h%')", "ci.note IN ('(voice)', '(voice)', '(actors director)', '(voice)', '(adprom manager)')", "cn.country_code = '[fr]'", "it.info = 'countries'", "k.keyword IN ('independent-film', 'independent-film', 'based-on-novel', 'based-on-novel', 'based-on-novel')", "n.gender = 'm' AND n.name LIKE '%Joe%'", "rt.role = 'actor'", "t.production_year > 1976"],
["(mi.info LIKE '%C%' OR mi.info LIKE '%OFM%')", "ci.note IN ('(voice: English version)', '(voice: English version)', '(voice: English version)', '(voice: English version)', '(credit only)')", "cn.country_code = '[fr]'", "it.info = 'release dates'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "n.gender = 'm' AND n.name LIKE '%D%'", "rt.role = 'actor'", "t.production_year > 1933"],
["(mi.info LIKE '%l%' OR mi.info LIKE '%like%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[gb]'", "it.info = 'release dates'", "k.keyword IN ('independent-film', 'independent-film', 'independent-film', 'based-on-novel', 'based-on-novel')", "n.gender = 'f' AND n.name LIKE '%Rhonda%'", "rt.role = 'actress'", "t.production_year > 2003"],
["(mi.info LIKE '%U%' OR mi.info LIKE '%o%')", "ci.note IN ('(writer)', '(producer)', '(voice)', '(voice)', '(voice)')", "cn.country_code = '[gb]'", "it.info = 'genres'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "n.gender = 'f' AND n.name LIKE '%Rob%'", "rt.role = 'actress'", "t.production_year > 1961"],
["(mi.info LIKE '%mm%' OR mi.info LIKE '%m%')", "ci.note IN ('(uncredited)', '(voice)', '(voice)', '(voice)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "k.keyword IN ('female-nudity', 'murder', 'murder', 'female-nudity', 'murder')", "n.gender = 'm' AND n.name LIKE '%Armand%'", "rt.role = 'actor'", "t.production_year > 1979"],
["(mi.info LIKE '%r%' OR mi.info LIKE '%35%')", "ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')", "cn.country_code = '[de]'", "it.info = 'release dates'", "k.keyword IN ('murder', 'female-nudity', 'female-nudity', 'murder', 'female-nudity')", "n.gender = 'm' AND n.name LIKE '%Alan%'", "rt.role = 'actor'", "t.production_year > 1996"],
["(mi.info LIKE '%Theatre%' OR mi.info LIKE '%o%')", "ci.note IN ('(writer)', '(associate producer)', '(voice)', '(associate producer)', '(associate producer)')", "cn.country_code = '[us]'", "it.info = 'genres'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "n.gender = 'm' AND n.name LIKE '%D%'", "rt.role = 'actor'", "t.production_year > 1934"],
["(mi.info LIKE '%o%' OR mi.info LIKE '%r%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[fr]'", "it.info = 'genres'", "k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')", "n.gender = 'm' AND n.name LIKE '%Joe%'", "rt.role = 'actor'", "t.production_year > 1992"],
["(mi.info LIKE '%me%' OR mi.info LIKE '%r%')", "ci.note IN ('(creator)', '(producer)', '(production coordinator)', '(production coordinator)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "k.keyword IN ('family-relationships', 'anal-sex', 'based-on-play', 'dog', 'anal-sex')", "n.gender = 'f' AND n.name LIKE '%i%'", "rt.role = 'actress'", "t.production_year > 1976"],
["(mi.info LIKE '%c%' OR mi.info LIKE '%l%')", "ci.note IN ('(uncredited)', '(uncredited)', '(producer)', '(uncredited)', '(producer)')", "cn.country_code = '[us]'", "it.info = 'genres'", "k.keyword IN ('hardcore', 'hardcore', 'hardcore', 'hardcore', 'hardcore')", "n.gender = 'm' AND n.name LIKE '%Bob%'", "rt.role = 'actor'", "t.production_year > 2001"],
["(mi.info LIKE '%Sharkey%' OR mi.info LIKE '%i%')", "ci.note IN ('(executive producer)', '(executive producer)', '(voice)', '(actors director)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'countries'", "k.keyword IN ('female-nudity', 'murder', 'female-nudity', 'female-nudity', 'murder')", "n.gender = 'm' AND n.name LIKE '%Da%'", "rt.role = 'actor'", "t.production_year > 2001"],
["(mi.info LIKE '%mm%' OR mi.info LIKE '%s%')", "ci.note IN ('(producer)', '(uncredited)', '(writer)', '(voice)', '(executive producer)')", "cn.country_code = '[de]'", "it.info = 'release dates'", "k.keyword IN ('murder', 'murder', 'female-nudity', 'female-nudity', 'female-nudity')", "n.gender = 'm' AND n.name LIKE '%McCullough%'", "rt.role = 'actor'", "t.production_year > 1930"],
["(mi.info LIKE '%m%' OR mi.info LIKE '%mm%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'genres'", "k.keyword IN ('revenge', 'father-son-relationship', 'violence', 'father-daughter-relationship', 'surrealism')", "n.gender = 'm' AND n.name LIKE '%Bell%'", "rt.role = 'actor'", "t.production_year > 2010"],
["(mi.info LIKE '%A%' OR mi.info LIKE '%t%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "k.keyword IN ('independent-film', 'based-on-novel', 'independent-film', 'independent-film', 'independent-film')", "n.gender = 'f' AND n.name LIKE '%Adam%'", "rt.role = 'actress'", "t.production_year > 2005"],
["(mi.info LIKE '%r%' OR mi.info LIKE '%fairy%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "n.gender = 'm' AND n.name LIKE '%Michael%'", "rt.role = 'actor'", "t.production_year > 2000"],
["(mi.info LIKE '%d%' OR mi.info LIKE '%a%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(production assistant)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')", "n.gender = 'f' AND n.name LIKE '%Louis%'", "rt.role = 'actress'", "t.production_year > 1967"],
["(mi.info LIKE '%o%' OR mi.info LIKE '%s%')", "ci.note IN ('(writer)', '(archive footage)', '(credit only)', '(production coordinator)', '(archive footage)')", "cn.country_code = '[de]'", "it.info = 'release dates'", "k.keyword IN ('female-nudity', 'female-nudity', 'murder', 'female-nudity', 'murder')", "n.gender = 'm' AND n.name LIKE '%H%'", "rt.role = 'actor'", "t.production_year > 2010"],
["(mi.info LIKE '%U%' OR mi.info LIKE '%spine%')", "ci.note IN ('(production assistant)', '(production assistant)', '(production assistant)', '(uncredited)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'countries'", "k.keyword IN ('independent-film', 'independent-film', 'based-on-novel', 'independent-film', 'independent-film')", "n.gender = 'm' AND n.name LIKE '%D%'", "rt.role = 'actress'", "t.production_year > 2009"],
["(mi.info LIKE '%l%' OR mi.info LIKE '%s%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[fr]'", "it.info = 'release dates'", "k.keyword IN ('surrealism', 'oral-sex', 'surrealism', 'sequel', 'tv-mini-series')", "n.gender = 'm' AND n.name LIKE '%Forrest%'", "rt.role = 'actor'", "t.production_year > 1976"],
["(mi.info LIKE '%o%' OR mi.info LIKE '%r%')", "ci.note IN ('(uncredited)', '(voice)', '(uncredited)', '(uncredited)', '(voice)')", "cn.country_code = '[fr]'", "it.info = 'genres'", "k.keyword IN ('revenge', 'bare-chested-male', 'one-word-title', 'revenge', 'family-relationships')", "n.gender = 'm' AND n.name LIKE '%Amato%'", "rt.role = 'actor'", "t.production_year > 1963"],
["(mi.info LIKE '%mm%' OR mi.info LIKE '%i%')", "ci.note IN ('(producer)', '(uncredited)', '(uncredited)', '(producer)', '(uncredited)')", "cn.country_code = '[gb]'", "it.info = 'release dates'", "k.keyword IN ('female-nudity', 'female-nudity', 'murder', 'murder', 'female-nudity')", "n.gender = 'm' AND n.name LIKE '%Dan%'", "rt.role = 'actor'", "t.production_year > 2000"],
["(mi.info LIKE '%E%' OR mi.info LIKE '%i%')", "ci.note IN ('(associate producer)', '(credit only)', '(voice)', '(written by)', '(associate producer)')", "cn.country_code = '[de]'", "it.info = 'release dates'", "k.keyword IN ('one-word-title', 'anal-sex', 'non-fiction', 'bare-chested-male', 'nudity')", "n.gender = 'f' AND n.name LIKE '%Joe%'", "rt.role = 'actress'", "t.production_year > 1943"],
["(mi.info LIKE '%o%' OR mi.info LIKE '%1%')", "ci.note IN ('(uncredited)', '(producer)', '(production assistant)', '(uncredited)', '(producer)')", "cn.country_code = '[de]'", "it.info = 'release dates'", "k.keyword IN ('murder', 'female-nudity', 'female-nudity', 'murder', 'female-nudity')", "n.gender = 'f' AND n.name LIKE '%Uschi%'", "rt.role = 'actress'", "t.production_year > 1971"],
["(mi.info LIKE '%s%' OR mi.info LIKE '%n%')", "ci.note IN ('(archive footage)', '(archive footage)', '(archive footage)', '(archive footage)', '(archive footage)')", "cn.country_code = '[us]'", "it.info = 'genres'", "k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')", "n.gender = 'f' AND n.name LIKE '%Singh%'", "rt.role = 'actress'", "t.production_year > 1994"],
["(mi.info LIKE '%C%' OR mi.info LIKE '%s%')", "ci.note IN ('(writer)', '(executive producer)', '(writer)', '(writer)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "n.gender = 'm' AND n.name LIKE '%Michael%'", "rt.role = 'actor'", "t.production_year > 2006"],
["(mi.info LIKE '%fat%' OR mi.info LIKE '%i%')", "ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')", "cn.country_code = '[de]'", "it.info = 'genres'", "k.keyword IN ('independent-film', 'based-on-novel', 'independent-film', 'based-on-novel', 'based-on-novel')", "n.gender = 'm' AND n.name LIKE '%Toch%'", "rt.role = 'actor'", "t.production_year > 1957"],
["(mi.info LIKE '%r%' OR mi.info LIKE '%i%')", "ci.note IN ('(supervising producer)', '(co-executive producer)', '(uncredited)', '(co-executive producer)', '(co-producer)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')", "n.gender = 'm' AND n.name LIKE '%Tony%'", "rt.role = 'actor'", "t.production_year > 2008"],
["(mi.info LIKE '%n%' OR mi.info LIKE '%A%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'countries'", "k.keyword IN ('based-on-play', 'nudity', 'husband-wife-relationship', 'oral-sex', 'friendship')", "n.gender = 'm' AND n.name LIKE '%Jose%'", "rt.role = 'actor'", "t.production_year > 2008"],
["(mi.info LIKE '%E%' OR mi.info LIKE '%s%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')", "n.gender = 'm' AND n.name LIKE '%Shaun%'", "rt.role = 'actor'", "t.production_year > 2005"],
["(mi.info LIKE '%o%' OR mi.info LIKE '%M%')", "ci.note IN ('(archive footage)', '(as Rabbi David Baron)', '(segment "Cruz")', '(co-executive producer)', '(as Isaac Ravel)')", "cn.country_code = '[us]'", "it.info = 'genres'", "k.keyword IN ('sex', 'sex', 'sex', 'sex', 'sex')", "n.gender = 'm' AND n.name LIKE '%Jr%'", "rt.role = 'actor'", "t.production_year > 1895"],
["(mi.info LIKE '%o%' OR mi.info LIKE '%r%')", "ci.note IN ('(uncredited)', '(writer)', '(uncredited)', '(uncredited)', '(production assistant)')", "cn.country_code = '[de]'", "it.info = 'genres'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "n.gender = 'm' AND n.name LIKE '%Jon%'", "rt.role = 'actor'", "t.production_year > 1997"],
["(mi.info LIKE '%A%' OR mi.info LIKE '%S%')", "ci.note IN ('(credit only)', '(voice: English version)', '(credit only)', '(credit only)', '(voice: English version)')", "cn.country_code = '[de]'", "it.info = 'release dates'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "n.gender = 'm' AND n.name LIKE '%Rich%'", "rt.role = 'actor'", "t.production_year > 2003"],
["(mi.info LIKE '%U%' OR mi.info LIKE '%l%')", "ci.note IN ('(producer)', '(production assistant)', '(executive producer)', '(uncredited)', '(writer)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "k.keyword IN ('independent-film', 'independent-film', 'independent-film', 'independent-film', 'based-on-novel')", "n.gender = 'm' AND n.name LIKE '%Jes̼s%'", "rt.role = 'actor'", "t.production_year > 1990"],
["(mi.info LIKE '%PFM%' OR mi.info LIKE '%r%')", "ci.note IN ('(archive footage)', '(executive producer)', '(supervising producer)', '(production assistant)', '(production coordinator)')", "cn.country_code = '[gb]'", "it.info = 'release dates'", "k.keyword IN ('revenge', 'anal-sex', 'tv-mini-series', 'one-word-title', 'dog')", "n.gender = 'm' AND n.name LIKE '%Joey%'", "rt.role = 'actor'", "t.production_year > 1940"],
["(mi.info LIKE '%C%' OR mi.info LIKE '%a%')", "ci.note IN ('(writer)', '(executive producer)', '(writer)', '(voice)', '(writer)')", "cn.country_code = '[de]'", "it.info = 'release dates'", "k.keyword IN ('surrealism', 'tv-mini-series', 'number-in-title', 'dog', 'violence')", "n.gender = 'm' AND n.name LIKE '%Kenny%'", "rt.role = 'actor'", "t.production_year > 1956"],
["(mi.info LIKE '%e%' OR mi.info LIKE '%S%')", "ci.note IN ('(production assistant)', '(voice: English version)', '(production assistant)', '(production assistant)', '(voice: English version)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "k.keyword IN ('number-in-title', 'sequel', 'husband-wife-relationship', 'revenge', 'father-son-relationship')", "n.gender = 'm' AND n.name LIKE '%Chung%'", "rt.role = 'actor'", "t.production_year > 1973"],
["(mi.info LIKE '%the%' OR mi.info LIKE '%Black%')", "ci.note IN ('(executive producer)', '(voice)', '(executive producer)', '(voice)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "k.keyword IN ('murder', 'murder', 'female-nudity', 'murder', 'murder')", "n.gender = 'm' AND n.name LIKE '%Flynn%'", "rt.role = 'actor'", "t.production_year > 2004"],
["(mi.info LIKE '%A%' OR mi.info LIKE '%r%')", "ci.note IN ('(associate producer)', '(voice)', '(associate producer)', '(writer)', '(producer)')", "cn.country_code = '[us]'", "it.info = 'genres'", "k.keyword IN ('based-on-novel', 'based-on-novel', 'based-on-novel', 'independent-film', 'independent-film')", "n.gender = 'm' AND n.name LIKE '%Joe%'", "rt.role = 'actor'", "t.production_year > 1897"],
["(mi.info LIKE '%A%' OR mi.info LIKE '%n%')", "ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "k.keyword IN ('murder', 'murder', 'female-nudity', 'murder', 'female-nudity')", "n.gender = 'f' AND n.name LIKE '%Sharon%'", "rt.role = 'actress'", "t.production_year > 1984"],
["(mi.info LIKE '%o%' OR mi.info LIKE '%arm%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[ro]'", "it.info = 'release dates'", "k.keyword IN ('based-on-novel', 'independent-film', 'based-on-novel', 'independent-film', 'independent-film')", "n.gender = 'm' AND n.name LIKE '%Jim%'", "rt.role = 'actor'", "t.production_year > 2007"],
["(mi.info LIKE '%o%' OR mi.info LIKE '%A%')", "ci.note IN ('(production assistant)', '(uncredited)', '(voice)', '(voice)', '(production assistant)')", "cn.country_code = '[gb]'", "it.info = 'countries'", "k.keyword IN ('oral-sex', 'blood', 'one-word-title', 'love', 'oral-sex')", "n.gender = 'm' AND n.name LIKE '%Kane%'", "rt.role = 'actor'", "t.production_year > 2000"],
["(mi.info LIKE '%U%' OR mi.info LIKE '%o%')", "ci.note IN ('(archive footage)', '(archive footage)', '(archive footage)', '(archive footage)', '(archive footage)')", "cn.country_code = '[fr]'", "it.info = 'release dates'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "n.gender = 'm' AND n.name LIKE '%Amato%'", "rt.role = 'actor'", "t.production_year > 1983"],
["(mi.info LIKE '%a%' OR mi.info LIKE '%g%')", "ci.note IN ('(archive footage)', '(archive footage)', '(writer)', '(writer)', '(writer)')", "cn.country_code = '[fr]'", "it.info = 'genres'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "n.gender = 'm' AND n.name LIKE '%Daniel%'", "rt.role = 'actor'", "t.production_year > 1994"],
["(mi.info LIKE '%Lee%' OR mi.info LIKE '%A%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(producer)', '(uncredited)')", "cn.country_code = '[gb]'", "it.info = 'genres'", "k.keyword IN ('independent-film', 'independent-film', 'independent-film', 'independent-film', 'based-on-novel')", "n.gender = 'm' AND n.name LIKE '%Michael%'", "rt.role = 'actor'", "t.production_year > 1889"],
["(mi.info LIKE '%A%' OR mi.info LIKE '%ain%')", "ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'genres'", "k.keyword IN ('based-on-novel', 'based-on-novel', 'based-on-novel', 'independent-film', 'based-on-novel')", "n.gender = 'm' AND n.name LIKE '%Ron%'", "rt.role = 'actor'", "t.production_year > 1965"],
["(mi.info LIKE '%OFM%' OR mi.info LIKE '%S%')", "ci.note IN ('(executive producer)', '(writer)', '(executive producer)', '(producer)', '(voice)')", "cn.country_code = '[fr]'", "it.info = 'release dates'", "k.keyword IN ('based-on-novel', 'independent-film', 'independent-film', 'based-on-novel', 'based-on-novel')", "n.gender = 'm' AND n.name LIKE '%Brian%'", "rt.role = 'actor'", "t.production_year > 1928"],
["(mi.info LIKE '%i%' OR mi.info LIKE '%S%')", "ci.note IN ('(segment "The All-American Canal")', '(voice)', '(as J. Brock Ciarlelli)', '(some scenes)', '(producer)')", "cn.country_code = '[fr]'", "it.info = 'release dates'", "k.keyword IN ('based-on-novel', 'independent-film', 'independent-film', 'based-on-novel', 'based-on-novel')", "n.gender = 'm' AND n.name LIKE '%Bradley%'", "rt.role = 'actor'", "t.production_year > 1981"],
["(mi.info LIKE '%C%' OR mi.info LIKE '%building%')", "ci.note IN ('(voice)', '(writer)', '(voice)', '(production assistant)', '(executive producer)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "k.keyword IN ('independent-film', 'based-on-novel', 'based-on-novel', 'based-on-novel', 'independent-film')", "n.gender = 'm' AND n.name LIKE '%Bob%'", "rt.role = 'actor'", "t.production_year > 1999"],
["(mi.info LIKE '%h%' OR mi.info LIKE '%A%')", "ci.note IN ('(uncredited)', '(uncredited)', '(producer)', '(uncredited)', '(uncredited)')", "cn.country_code = '[sk]'", "it.info = 'genres'", "k.keyword IN ('tv-mini-series', 'death', 'death', 'love', 'family-relationships')", "n.gender = 'm' AND n.name LIKE '%Lee%'", "rt.role = 'actor'", "t.production_year > 1996"],
["(mi.info LIKE '%A%' OR mi.info LIKE '%g%')", "ci.note IN ('(credit only)', '(voice: English version)', '(voice: English version)', '(voice: English version)', '(voice: English version)')", "cn.country_code = '[fr]'", "it.info = 'genres'", "k.keyword IN ('surrealism', 'father-son-relationship', 'death', 'male-nudity', 'family-relationships')", "n.gender = 'm' AND n.name LIKE '%Michael%'", "rt.role = 'actor'", "t.production_year > 2002"],
["(mi.info LIKE '%o%' OR mi.info LIKE '%35%')", "ci.note IN ('(producer)', '(voice)', '(uncredited)', '(uncredited)', '(production assistant)')", "cn.country_code = '[fr]'", "it.info = 'release dates'", "k.keyword IN ('female-nudity', 'murder', 'murder', 'murder', 'female-nudity')", "n.gender = 'm' AND n.name LIKE '%Chris%'", "rt.role = 'actor'", "t.production_year > 2011"],
["(mi.info LIKE '%a%' OR mi.info LIKE '%OFM%')", "ci.note IN ('(uncredited)', '(uncredited)', '(production assistant)', '(voice)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'genres'", "k.keyword IN ('independent-film', 'based-on-novel', 'based-on-novel', 'independent-film', 'independent-film')", "n.gender = 'm' AND n.name LIKE '%Albert%'", "rt.role = 'actor'", "t.production_year > 1973"],
["(mi.info LIKE '%n%' OR mi.info LIKE '%l%')", "ci.note IN ('(production assistant)', '(producer)', '(writer)', '(production assistant)', '(uncredited)')", "cn.country_code = '[gb]'", "it.info = 'genres'", "k.keyword IN ('female-nudity', 'female-nudity', 'female-nudity', 'murder', 'female-nudity')", "n.gender = 'm' AND n.name LIKE '%Scott%'", "rt.role = 'actor'", "t.production_year > 2010"],
["(mi.info LIKE '%C%' OR mi.info LIKE '%A%')", "ci.note IN ('(voice)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "k.keyword IN ('murder', 'female-nudity', 'female-nudity', 'female-nudity', 'murder')", "n.gender = 'm' AND n.name LIKE '%Michaels%'", "rt.role = 'actor'", "t.production_year > 2007"],
["(mi.info LIKE '%Black%' OR mi.info LIKE '%S%')", "ci.note IN ('(producer)', '(writer)', '(written by)', '(executive producer)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "k.keyword IN ('murder', 'female-nudity', 'female-nudity', 'murder', 'murder')", "n.gender = 'm' AND n.name LIKE '%Da%'", "rt.role = 'actor'", "t.production_year > 1979"],
["(mi.info LIKE '%i%' OR mi.info LIKE '%S%')", "ci.note IN ('(writer)', '(uncredited)', '(uncredited)', '(production assistant)', '(uncredited)')", "cn.country_code = '[fr]'", "it.info = 'genres'", "k.keyword IN ('based-on-novel', 'independent-film', 'independent-film', 'based-on-novel', 'based-on-novel')", "n.gender = 'm' AND n.name LIKE '%Greg%'", "rt.role = 'actor'", "t.production_year > 2003"],
["(mi.info LIKE '%r%' OR mi.info LIKE '%o%')", "ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')", "cn.country_code = '[fr]'", "it.info = 'release dates'", "k.keyword IN ('character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title', 'character-name-in-title')", "n.gender = 'm' AND n.name LIKE '%Roger%'", "rt.role = 'actor'", "t.production_year > 2003"],
["(mi.info LIKE '%C%' OR mi.info LIKE '%35%')", "ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')", "cn.country_code = '[hu]'", "it.info = 'genres'", "k.keyword IN ('father-son-relationship', 'one-word-title', 'sequel', 'dog', 'blood')", "n.gender = 'm' AND n.name LIKE '%D%'", "rt.role = 'actor'", "t.production_year > 1984"],
